"ANHO";"MES";"UBIGEO";"DEPARTAMENTO";"PROVINCIA";"DISTRITO";"SECTOR";"CATEGORIA";"CO_IPRESS";"RAZON_SOC";"ID_HOSPITALIZACION";"HOSPITALIZACION";"NRO_TOTAL_HOSPIT_ING";"NRO_TOTAL_HOSPIT_EGR";"NRO_TOTAL_ESTANCIAS";"NRO_TOTAL_PACIENTES_CAMAS";"NRO_TOTAL_CAMAS";"DIAS_CAMA_DISPONIBLE";"NRO_TOTAL_FALLECIDOS"
"2026";"02";"220907";"SAN MARTIN";"SAN MARTIN";"HUIMBAYOC";"GOBIERNO REGIONAL";"I-1";"00006445";"SANTA MARTHA";"NE_0002";"";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"02";"220907";"SAN MARTIN";"SAN MARTIN";"HUIMBAYOC";"GOBIERNO REGIONAL";"I-1";"00006444";"SANTA ROSILLO CHIPURANA";"NE_0002";"";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"02";"220907";"SAN MARTIN";"SAN MARTIN";"HUIMBAYOC";"GOBIERNO REGIONAL";"I-1";"00006431";"PONGO ISLA";"NE_0002";"";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"02";"220905";"SAN MARTIN";"SAN MARTIN";"CHIPURANA";"GOBIERNO REGIONAL";"I-1";"00006438";"NAVARRO";"NE_0002";"";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"02";"220907";"SAN MARTIN";"SAN MARTIN";"HUIMBAYOC";"GOBIERNO REGIONAL";"I-1";"00006446";"SAN JOSE DE YANAYACU";"NE_0002";"";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"02";"220907";"SAN MARTIN";"SAN MARTIN";"HUIMBAYOC";"GOBIERNO REGIONAL";"I-1";"00006442";"SAN JOSE 2 DE MAYO";"NE_0002";"";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"02";"090103";"HUANCAVELICA";"HUANCAVELICA";"ACORIA";"GOBIERNO REGIONAL";"I-1";"00016723";"UNION AMBO";"NE_0001";"";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001"
"2026";"02";"150142";"LIMA";"LIMA";"VILLA EL SALVADOR";"MINSA";"I-4";"00006132";"CENTRO MATERNO INFANTIL SAN JOSE";"NE_0001";"";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001"
"2026";"02";"130106";"LA LIBERTAD";"TRUJILLO";"LAREDO";"ESSALUD";"I-3";"00009142";"CENTRO DE ATENCION PRIMARIA II LAREDO";"NE_0001";"";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001"
"2026";"02";"110101";"ICA";"ICA";"ICA";"PRIVADO";"II-E";"00018450";"CLINICA S. MORALES S.R.L";"241200";"HOSPITALIZACION QUIRURGICA TRAUMATOLOGIA Y ORTOPEDIA ";"57";"57";"68";"57";"6";"186";"0"
"2026";"02";"220901";"SAN MARTIN";"SAN MARTIN";"TARAPOTO";"PRIVADO";"I-4";"00034984";"SOLUCIONES MEDICAS SAN CAMILO";"241800";"HOSPITALIZACION DE MEDICINA MEDICINA GENERAL ";"25";"31";"142";"302";"15";"476";"0"
"2026";"02";"210101";"PUNO";"PUNO";"PUNO";"GOBIERNO REGIONAL";"I-3";"00029833";"CENTRO DE SALUD MENTAL COMUNITARIO ""ALFREDO MENDIGURI PINEDA"" DE PUNO";"NE_0001";"";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001";"NE_0001"
"2026";"02";"040104";"AREQUIPA";"AREQUIPA";"CERRO COLORADO";"GOBIERNO REGIONAL";"I-3";"00011023";"CENTRO  DE SALUD PERUARBO";"NE_0002";"";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002";"NE_0002"
"2026";"02";"040104";"AREQUIPA";"AREQUIPA";"CERRO COLORADO";"GOBIERNO REGIONAL";"I-4";"00001237";"CENTRO DE SALUD MARITZA CAMPOS DIAZ - ZAMACOLA";"241600";"HOSPITALIZACION QUIRURGICA OBSTETRICIA   ";"32";"32";"48";"1";"14";"58";"0"
